
-- Random instance No.1 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
9	95.37	10000	169823	26.92	83.55
10	385.18	10000	51697	39.84	75.72
11	673.07	10000	222914	34.22	78.54
12	68.21	10000	289881	49.00	102.35
13	230.74	10000	101317	43.18	101.61
14	543.15	10000	46592	30.11	118.35
15	310.88	10000	241480	28.42	118.78
16	260.90	10000	283044	28.34	110.15
17	662.59	10000	120761	34.40	87.30
18	212.98	10000	93423	40.93	84.60
19	209.26	10000	243646	39.12	91.20
20	478.10	10000	147554	25.62	78.08

-- Random instance No.65 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	621.95	10000	110265	34.02	104.44
2	216.16	10000	281913	44.88	119.21
3	420.07	10000	115052	27.96	119.86
4	219.07	10000	196937	36.61	109.65
5	25.48	10000	102603	45.53	109.22
6	361.70	10000	189504	27.79	108.29
7	522.50	10000	39069	46.26	93.71
8	925.79	10000	106916	33.89	85.15
9	174.13	10000	109116	44.69	100.41
10	437.39	10000	95488	46.12	95.13
11	739.69	10000	118184	43.03	94.55
12	183.15	10000	230799	27.74	94.23
13	574.12	10000	293180	36.71	111.71
14	659.17	10000	280171	26.99	118.25
15	465.92	10000	203665	41.84	117.74
16	722.13	10000	47590	30.69	70.42
17	807.00	10000	198829	33.95	71.76
18	470.01	10000	57172	44.59	74.86
19	814.39	10000	282889	29.12	102.60
20	44.93	10000	143100	31.16	95.07

-- Random instance No.66 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	790.02	10000	235017	46.78	79.16
2	191.05	10000	124026	41.37	112.87
3	53.42	10000	62593	29.42	71.07
4	263.82	10000	129367	32.43	110.09
5	82.90	10000	267920	41.73	98.31
6	715.08	10000	213000	47.64	92.10
7	14.66	10000	139943	37.59	96.13
8	354.61	10000	44869	33.42	98.09
9	631.17	10000	48408	37.42	117.27
10	111.32	10000	264443	27.39	72.17
11	806.31	10000	283454	26.86	110.56
12	676.37	10000	171716	31.52	93.75
13	917.50	10000	70207	30.24	79.44
14	775.19	10000	98915	48.85	118.15
15	242.68	10000	40687	30.25	116.70
16	183.35	10000	207301	33.07	88.34
17	951.41	10000	132062	33.47	106.23
18	727.04	10000	290921	48.28	115.13
19	41.23	10000	52133	44.10	106.36
20	611.77	10000	138645	36.70	104.42

-- Random instance No.67 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	958.09	10000	89769	34.53	96.25
2	544.22	10000	236138	37.86	114.17
3	65.05	10000	280133	30.91	79.93
4	930.30	10000	61797	28.25	118.17
5	762.05	10000	163238	37.96	87.40
6	446.73	10000	236495	42.51	75.91
7	506.83	10000	115652	28.92	98.55
8	161.71	10000	107986	32.95	103.39
9	709.93	10000	257701	30.18	91.76
10	163.53	10000	163398	33.67	91.58
11	872.93	10000	178724	35.70	76.56
12	791.31	10000	112633	35.30	93.27
13	639.15	10000	262071	48.78	89.54
14	269.48	10000	62494	45.70	118.05
15	397.72	10000	272872	43.64	115.66
16	644.58	10000	241847	35.42	98.62
17	95.81	10000	210130	32.99	98.33
18	984.07	10000	254671	26.93	113.03
19	268.08	10000	91377	34.10	117.76
20	178.60	10000	134190	42.21	71.40

-- Random instance No.68 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	126.15	10000	214522	47.29	70.97
2	519.11	10000	78251	34.35	115.47
3	76.68	10000	227674	32.37	81.15
4	975.05	10000	264228	49.08	118.61
5	819.47	10000	58555	34.16	84.13
6	800.11	10000	134826	37.38	109.73
7	999.00	10000	216525	45.26	93.33
8	590.54	10000	171103	32.45	116.33
9	788.69	10000	196994	47.95	108.62
10	837.47	10000	62354	39.95	110.99
11	317.82	10000	73995	44.54	84.93
12	284.52	10000	53551	39.05	92.79
13	982.53	10000	39098	42.28	99.64
14	385.50	10000	296073	42.58	117.95
15	174.48	10000	235058	32.05	114.62
16	105.80	10000	131557	37.80	108.90
17	240.22	10000	143362	32.51	82.79
18	241.09	10000	218420	30.62	103.29
19	494.93	10000	130620	49.08	71.51
20	745.44	10000	129736	47.75	88.39

-- Random instance No.69 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	294.22	10000	69274	35.01	88.06
2	872.28	10000	190363	30.84	109.13
3	710.04	10000	175215	33.83	90.01
4	19.79	10000	196658	44.90	76.68
5	876.89	10000	223872	30.36	73.22
6	153.48	10000	158322	32.22	93.54
7	491.16	10000	192234	36.59	95.75
8	19.36	10000	109056	31.98	79.26
9	867.45	10000	136286	40.68	75.47
10	889.68	10000	106144	46.23	88.03
11	384.44	10000	239265	28.34	100.94
12	777.74	10000	264468	42.83	92.31
13	325.90	10000	230961	35.81	117.38
14	501.52	10000	114817	39.43	75.48
15	329.52	10000	197243	45.47	113.58
16	567.03	10000	166104	40.15	76.81
17	384.63	10000	221430	32.06	117.26
18	498.12	10000	182169	34.28	93.55
19	100.05	10000	169864	39.08	82.91
20	312.27	10000	125281	28.28	105.38

-- Random instance No.70 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	630.36	10000	173943	35.52	79.87
2	200.33	10000	269753	48.83	111.73
3	733.30	10000	215132	36.78	100.09
4	109.29	10000	61519	36.54	85.20
5	613.45	10000	284507	47.80	101.41
6	238.51	10000	80148	46.94	111.17
7	97.21	10000	123980	44.26	92.95
8	255.29	10000	235290	31.04	97.50
9	403.24	10000	284872	26.20	116.83
10	615.82	10000	174055	33.78	76.84
11	517.68	10000	299805	46.02	82.95
12	385.89	10000	146303	25.35	91.35
13	390.93	10000	199852	47.88	95.21
14	111.83	10000	41975	33.16	75.28
15	261.32	10000	121614	47.30	111.50
16	489.48	10000	90361	44.91	97.37
17	673.45	10000	232731	31.10	86.18
18	12.17	10000	109668	41.63	81.71
19	553.75	10000	123187	44.06	98.07
20	445.94	10000	116372	39.33	81.71

-- Random instance No.71 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	966.50	10000	153448	36.00	71.68
2	528.39	10000	223978	41.81	106.69
3	378.28	10000	110213	39.73	110.17
4	820.52	10000	196380	28.21	93.72
5	350.01	10000	75141	40.23	79.59
6	323.54	10000	127139	36.65	78.79
7	81.54	10000	200562	26.92	97.79
8	491.22	10000	236360	30.10	73.37
9	560.76	10000	163457	36.70	108.18
10	720.24	10000	116801	46.34	73.29
11	29.19	10000	90346	38.66	107.33
12	994.05	10000	298138	32.91	90.39
13	77.68	10000	168743	34.91	73.04
14	343.87	10000	94298	26.89	75.08
15	193.12	10000	45986	49.13	109.42
16	33.65	10000	284617	49.64	75.56
17	962.27	10000	244032	30.17	105.11
18	526.23	10000	162331	48.98	119.88
19	385.72	10000	201675	49.04	113.23
20	579.61	10000	107462	25.40	115.69

-- Random instance No.72 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	134.56	10000	278200	48.76	96.41
2	881.56	10000	191255	38.30	107.99
3	389.91	10000	57754	41.19	111.39
4	865.27	10000	128810	49.04	94.16
5	407.43	10000	240459	36.43	118.69
6	55.19	10000	295470	31.52	112.61
7	573.71	10000	176271	43.26	92.57
8	920.05	10000	299477	29.63	86.31
9	17.79	10000	102750	29.46	75.03
10	394.17	10000	285756	27.61	100.34
11	95.81	10000	255616	47.50	73.33
12	487.26	10000	239055	36.66	82.27
13	799.34	10000	90606	28.44	83.14
14	459.89	10000	57877	48.75	74.98
15	969.89	10000	278171	37.54	108.38
16	494.88	10000	174328	26.98	85.84
17	106.67	10000	177264	29.69	89.57
18	404.98	10000	126080	27.66	110.14
19	612.57	10000	240919	39.01	116.99
20	146.44	10000	103008	30.94	75.03

-- Random instance No.73 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	302.63	10000	132953	36.51	113.50
2	856.45	10000	33367	34.79	101.65
3	23.26	10000	275294	42.68	70.24
4	910.02	10000	61241	44.86	102.24
5	464.85	10000	135776	32.66	107.78
6	408.57	10000	48966	26.39	96.42
7	65.87	10000	277144	34.59	94.99
8	727.15	10000	92594	29.16	91.61
9	96.55	10000	42042	47.23	91.89
10	446.38	10000	184711	33.89	119.75
11	162.43	10000	150886	31.33	89.34
12	980.48	10000	35137	40.44	81.79
13	142.71	10000	137634	46.98	100.88
14	954.19	10000	291456	45.60	82.52
15	124.92	10000	240357	25.95	107.34
16	956.11	10000	208874	29.36	96.12
17	251.08	10000	255332	29.21	74.03
18	662.01	10000	89829	31.32	108.04
19	839.42	10000	280162	29.01	78.38
20	713.28	10000	98553	36.45	92.02

-- Random instance No.74 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	638.77	10000	237622	36.99	105.31
2	184.50	10000	257592	27.77	104.25
3	46.52	10000	170376	45.60	80.32
4	999.52	10000	196101	36.50	110.76
5	201.41	10000	196411	25.06	85.96
6	493.60	10000	240793	41.11	114.05
7	671.93	10000	83727	42.29	92.19
8	963.08	10000	93664	28.22	117.49
9	254.07	10000	190627	32.72	83.24
10	172.52	10000	127458	46.45	116.20
11	673.95	10000	211427	48.98	113.72
12	588.63	10000	186972	47.97	80.83
13	829.47	10000	106525	34.01	78.71
14	186.22	10000	73779	39.33	82.32
15	56.72	10000	39563	27.78	105.26
16	878.56	10000	133131	34.09	74.31
17	539.90	10000	266633	28.28	92.96
18	176.06	10000	287328	38.67	96.20
19	671.39	10000	88650	33.99	85.90
20	846.95	10000	89644	47.53	75.99

-- Random instance No.75 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	974.91	10000	217127	37.50	97.12
2	512.56	10000	66982	45.76	99.21
3	691.51	10000	65457	48.55	90.40
4	710.74	10000	60962	28.14	119.28
5	937.98	10000	257045	42.50	114.15
6	578.63	10000	287783	30.82	74.03
7	656.26	10000	160309	49.96	97.03
8	199.00	10000	94734	27.25	85.72
9	789.87	10000	69213	43.25	74.59
10	898.67	10000	195368	34.00	105.01
11	807.19	10000	271968	41.62	95.73
12	196.78	10000	68806	30.49	79.87
13	894.50	10000	75415	46.08	106.55
14	796.54	10000	270938	33.06	82.12
15	988.53	10000	233935	29.58	110.82
16	801.01	10000	57388	38.82	102.51
17	828.72	10000	277933	27.32	119.53
18	690.12	10000	214826	46.02	76.72
19	125.08	10000	167137	38.97	101.06
20	980.62	10000	205898	33.57	102.33

-- Random instance No.76 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	142.97	10000	71879	25.25	114.21
2	865.73	10000	179094	42.25	100.51
3	703.14	10000	282998	25.03	91.62
4	755.49	10000	263393	48.97	77.35
5	995.40	10000	152362	38.73	103.24
6	932.01	10000	41279	25.69	107.85
7	148.42	10000	136018	41.29	91.81
8	627.83	10000	157851	26.78	98.66
9	868.63	10000	278505	36.01	91.45
10	950.88	10000	94323	40.28	82.05
11	252.08	10000	167238	25.45	104.10
12	690.00	10000	279724	34.27	79.39
13	237.87	10000	267279	39.61	116.65
14	912.56	10000	89681	29.91	82.02
15	765.29	10000	196120	43.00	109.78
16	262.23	10000	217098	41.17	112.79
17	973.13	10000	211166	26.87	103.99
18	947.15	10000	178575	49.71	74.62
19	730.21	10000	206381	28.97	112.46
20	169.17	10000	201444	39.11	119.32

-- Random instance No.77 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	311.04	10000	196631	37.98	88.93
2	840.62	10000	291207	38.74	94.17
3	336.49	10000	230538	26.49	100.48
4	800.24	10000	195823	44.79	77.79
5	52.81	10000	47680	34.93	92.33
6	663.66	10000	209610	45.54	91.66
7	640.59	10000	236891	32.62	94.23
8	56.65	10000	220969	26.31	111.60
9	325.66	10000	217798	28.74	108.31
10	3.08	10000	138114	46.56	101.46
11	318.70	10000	62508	34.29	70.10
12	183.21	10000	220641	38.05	78.91
13	959.53	10000	189142	33.11	84.38
14	28.57	10000	53260	26.79	89.56
15	920.33	10000	158306	31.41	108.74
16	723.46	10000	251645	43.55	73.06
17	117.53	10000	289234	26.39	88.45
18	204.17	10000	142325	28.36	114.89
19	957.06	10000	245625	43.95	116.22
20	736.01	10000	196989	44.65	86.30

-- Random instance No.78 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	815.25	10000	30889	26.24	97.83
2	521.84	10000	212709	28.21	90.43
3	371.38	10000	73160	30.90	119.42
4	934.49	10000	263114	32.25	94.39
5	846.80	10000	273632	48.57	117.25
6	102.06	10000	154932	30.12	93.10
7	738.81	10000	289182	31.62	93.85
8	99.68	10000	285156	49.91	92.77
9	561.94	10000	160840	32.03	116.52
10	781.44	10000	104980	40.39	117.32
11	896.84	10000	288319	35.77	110.49
12	284.58	10000	43393	49.33	119.84
13	989.66	10000	205060	38.71	72.31
14	754.91	10000	69162	42.38	89.26
15	628.89	10000	44862	46.66	105.62
16	728.86	10000	65612	25.62	111.54
17	550.76	10000	233767	49.99	91.84
18	975.26	10000	33573	39.40	93.31
19	15.87	10000	238191	38.93	92.77
20	436.51	10000	183625	36.23	79.62

-- Random instance No.79 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	983.32	10000	280805	38.97	72.55
2	875.01	10000	54821	49.74	91.73
3	4.73	10000	290701	32.39	70.63
4	600.96	10000	195544	28.07	94.83
5	525.94	10000	168949	44.80	106.34
6	455.44	10000	178428	50.00	76.91
7	230.97	10000	120055	47.96	88.63
8	528.51	10000	78273	49.44	105.71
9	18.97	10000	100133	49.77	91.01
10	455.37	10000	148771	46.67	94.36
11	963.46	10000	183589	44.61	76.49
12	399.52	10000	254311	28.10	119.36
13	711.31	10000	126923	32.24	90.05
14	870.93	10000	32742	39.23	89.16
15	783.93	10000	277048	35.07	104.58
16	190.08	10000	100158	28.00	79.45
17	695.17	10000	41835	49.51	76.30
18	232.28	10000	267322	43.06	91.21
19	242.72	10000	277435	28.90	96.53
20	3.34	10000	179170	41.77	96.61

-- Random instance No.80 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	319.45	10000	260310	39.48	106.73
2	203.06	10000	279046	42.72	86.69
3	27.99	10000	60618	35.31	80.71
4	690.46	10000	60405	44.72	103.35
5	640.78	10000	229583	37.20	84.52
6	540.47	10000	100254	39.71	94.54
7	215.30	10000	196637	30.65	93.47
8	764.44	10000	79343	48.50	81.58
9	176.49	10000	248718	35.29	74.72
10	181.51	10000	216681	34.22	83.17
11	96.69	10000	244130	37.25	108.51
12	385.95	10000	136146	35.63	118.40
13	398.06	10000	95814	44.28	117.89
14	102.96	10000	229900	32.96	96.60
15	715.73	10000	76255	36.90	102.50
16	112.53	10000	294415	32.73	100.01
17	983.99	10000	53136	48.58	95.23
18	746.34	10000	49985	25.40	71.73
19	74.69	10000	85923	33.88	111.69
20	137.01	10000	170261	27.84	72.94

-- Random instance No.81 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	487.52	10000	115062	27.23	81.45
2	177.95	10000	246323	39.21	87.99
3	661.35	10000	278159	36.80	89.57
4	735.21	10000	262836	40.54	111.43
5	319.92	10000	124901	33.43	73.61
6	893.85	10000	123750	34.55	78.35
7	707.47	10000	172346	46.99	88.25
8	193.26	10000	142460	48.03	86.88
9	255.25	10000	188011	28.02	99.22
10	233.72	10000	115636	40.50	110.22
11	541.59	10000	139400	46.09	116.88
12	500.89	10000	77063	39.41	117.92
13	741.44	10000	142842	37.81	77.98
14	597.26	10000	48644	29.81	96.50
15	492.49	10000	38440	25.31	101.46
16	573.76	10000	184126	35.08	117.93
17	128.39	10000	256368	48.10	79.69
18	3.36	10000	283734	29.09	119.64
19	301.54	10000	125166	48.89	73.08
20	703.85	10000	165806	33.35	89.93

-- Random instance No.82 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	823.66	10000	94567	27.71	73.26
2	506.01	10000	200548	32.19	90.59
3	684.61	10000	173240	39.72	99.65
4	824.71	10000	127696	32.18	119.95
5	434.76	10000	185535	25.83	101.80
6	978.88	10000	45576	49.27	95.98
7	313.52	10000	104093	29.65	93.09
8	429.19	10000	143530	47.06	112.76
9	791.05	10000	66596	38.55	82.93
10	959.87	10000	58382	28.02	99.03
11	674.83	10000	199940	38.73	98.89
12	109.04	10000	84062	46.94	116.96
13	806.47	10000	256568	49.85	105.82
14	829.30	10000	245802	48.55	96.30
15	424.29	10000	232812	27.11	99.38
16	496.21	10000	108383	39.81	88.48
17	417.21	10000	267669	47.14	106.26
18	517.42	10000	211233	36.44	107.80
19	133.51	10000	203654	28.86	88.24
20	837.52	10000	156897	44.43	73.90

-- Random instance No.83 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	991.73	10000	219320	40.47	90.35
2	859.18	10000	42661	28.68	84.25
3	317.96	10000	120781	41.21	100.87
4	491.18	10000	60127	28.03	70.38
5	113.90	10000	80853	47.07	90.89
6	710.53	10000	69072	44.14	79.79
7	805.69	10000	79802	45.99	87.87
8	236.29	10000	206647	46.59	75.69
9	869.81	10000	275889	31.31	107.43
10	12.07	10000	227338	34.30	76.07
11	741.45	10000	95211	47.57	114.90
12	602.26	10000	294979	25.71	108.84
13	149.84	10000	33596	43.38	115.92
14	945.32	10000	64546	45.40	96.20
15	201.05	10000	194997	40.53	98.34
16	957.44	10000	268093	42.19	106.40
17	561.62	10000	75737	46.69	90.72
18	774.45	10000	174982	40.10	98.06
19	360.36	10000	242898	43.84	92.00
20	404.35	10000	152442	49.97	90.89

-- Random instance No.84 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	159.79	10000	74072	28.22	115.08
2	834.07	10000	154774	25.17	85.55
3	329.59	10000	68322	42.67	109.73
4	535.93	10000	262557	48.86	78.46
5	171.32	10000	246170	43.27	79.98
6	63.90	10000	92567	39.01	113.61
7	297.85	10000	180675	37.32	90.29
8	665.12	10000	144600	46.12	80.99
9	948.57	10000	215181	49.05	74.28
10	64.28	10000	126293	40.58	95.48
11	186.34	10000	260481	31.40	73.26
12	95.47	10000	235897	29.49	108.36
13	871.50	10000	225459	36.91	83.65
14	439.61	10000	298125	42.25	96.10
15	356.09	10000	157183	28.94	97.30
16	418.66	10000	32640	44.54	116.68
17	706.03	10000	278969	46.21	75.18
18	31.47	10000	138731	43.79	88.32
19	587.21	10000	282141	33.84	95.76
20	971.19	10000	147988	30.47	100.24

-- Random instance No.85 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	495.93	10000	178741	28.70	106.89
2	162.12	10000	234163	43.16	80.51
3	974.58	10000	233403	45.62	119.81
4	625.43	10000	252582	40.50	86.98
5	907.89	10000	36804	35.70	108.17
6	148.93	10000	284394	28.72	73.59
7	282.18	10000	257257	44.99	87.49
8	901.05	10000	270834	45.18	106.87
9	484.36	10000	93766	34.57	115.64
10	790.43	10000	69039	28.13	91.93
11	319.58	10000	195857	49.05	105.28
12	703.63	10000	117732	37.02	107.40
13	558.25	10000	194350	48.95	111.49
14	671.65	10000	225283	35.98	103.54
15	287.89	10000	81554	30.77	102.86
16	962.84	10000	226896	49.27	94.87
17	994.85	10000	290270	45.25	94.11
18	167.25	10000	66230	26.13	76.48
19	419.18	10000	90629	38.82	110.92
20	104.85	10000	139078	41.55	84.21

-- Random instance No.86 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	664.00	10000	33493	41.46	73.97
2	515.29	10000	76276	39.65	81.81
3	986.21	10000	180944	47.08	71.02
4	670.18	10000	185013	36.32	87.42
5	965.31	10000	202122	31.90	97.26
6	502.31	10000	37889	48.57	107.41
7	774.35	10000	232966	36.32	89.91
8	329.87	10000	63951	44.71	119.81
9	563.12	10000	33059	27.33	82.49
10	842.64	10000	237994	34.41	111.34
11	386.20	10000	91127	32.88	71.28
12	196.84	10000	58649	40.77	106.92
13	901.63	10000	241377	42.48	71.58
14	787.67	10000	44027	32.86	103.44
15	64.65	10000	43739	44.19	101.82
16	424.06	10000	116607	26.64	105.15
17	139.25	10000	98338	44.80	78.57
18	424.28	10000	299979	29.79	116.75
19	646.03	10000	274708	28.79	72.31
20	671.69	10000	134624	47.09	101.20

-- Random instance No.87 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	168.20	10000	137751	29.69	90.51
2	818.24	10000	267777	29.12	78.07
3	642.82	10000	293566	26.51	89.96
4	426.15	10000	252304	48.79	104.02
5	759.29	10000	158074	45.57	72.17
6	318.99	10000	253211	33.15	108.85
7	872.57	10000	140421	35.35	89.53
8	994.63	10000	128138	43.30	100.98
9	177.67	10000	120937	30.59	90.70
10	242.71	10000	79695	28.24	77.19
11	964.34	10000	46938	34.36	111.67
12	298.21	10000	151401	27.07	105.48
13	310.03	10000	132131	48.05	117.16
14	514.00	10000	204764	48.45	103.14
15	151.49	10000	75132	34.43	98.70
16	807.74	10000	75410	33.72	93.62
17	572.48	10000	42871	43.36	81.96
18	195.36	10000	191227	40.83	102.81
19	704.85	10000	122439	48.78	91.23
20	993.92	10000	246424	38.67	94.52

-- Random instance No.88 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	504.34	10000	242420	30.20	74.68
2	146.29	10000	222003	47.11	73.03
3	287.80	10000	188647	29.43	100.04
4	515.65	10000	117165	40.43	112.54
5	495.85	10000	218708	37.97	100.36
6	25.74	10000	175038	47.87	76.47
7	856.90	10000	217003	43.02	86.73
8	230.55	10000	129208	42.36	119.22
9	713.47	10000	269522	41.09	82.05
10	347.13	10000	147606	40.80	73.64
11	475.85	10000	107479	27.03	86.04
12	906.37	10000	33236	34.63	96.88
13	375.06	10000	101022	35.11	94.99
14	124.31	10000	257087	42.15	110.58
15	83.29	10000	269503	36.23	96.62
16	730.19	10000	269667	38.45	114.18
17	861.30	10000	54172	42.43	108.53
18	709.42	10000	118725	48.18	83.33
19	158.54	10000	200927	28.75	106.39
20	127.58	10000	237515	49.72	70.85

-- Random instance No.89 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	672.41	10000	97172	42.93	99.41
2	499.46	10000	64115	43.60	74.33
3	299.43	10000	281023	30.92	101.26
4	560.40	10000	49595	36.25	70.61
5	553.27	10000	114025	34.20	89.45
6	757.40	10000	198534	42.74	110.29
7	349.06	10000	192712	34.35	89.15
8	37.65	10000	192325	41.86	82.15
9	792.23	10000	208815	33.85	98.91
10	21.06	10000	46561	47.08	93.05
11	542.47	10000	272749	35.84	102.05
12	399.58	10000	244153	38.38	96.40
13	718.44	10000	292885	28.64	105.09
14	240.33	10000	220666	39.03	110.48
15	860.06	10000	231689	49.65	95.58
16	191.41	10000	159378	40.83	82.09
17	5.70	10000	132240	41.95	92.99
18	966.45	10000	207639	26.83	81.23
19	763.67	10000	240171	43.76	117.79
20	694.42	10000	233060	30.25	87.84

-- Random instance No.90 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	840.48	10000	221925	30.68	116.50
2	852.63	10000	31392	40.09	75.63
3	311.06	10000	228564	32.38	110.12
4	605.15	10000	252025	32.07	71.05
5	610.69	10000	279343	30.40	78.54
6	110.77	10000	222029	37.61	94.10
7	462.95	10000	293586	25.68	91.57
8	466.48	10000	130278	41.39	95.09
9	870.99	10000	148108	26.61	115.77
10	73.27	10000	90352	28.35	70.09
11	609.09	10000	168019	44.68	118.06
12	514.52	10000	40235	42.16	95.92
13	61.81	10000	69913	47.18	72.82
14	356.35	10000	39410	35.88	110.38
15	15.09	10000	193874	38.06	94.54
16	652.64	10000	193924	43.21	92.37
17	150.11	10000	65472	41.50	77.45
18	223.47	10000	171388	30.52	71.49
19	990.52	10000	279414	33.73	71.54
20	261.25	10000	228605	35.79	104.83

-- Random instance No.91 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	8.54	10000	76677	43.44	91.22
2	827.52	10000	143505	36.58	119.30
3	944.42	10000	176105	33.84	111.34
4	271.62	10000	184456	27.89	79.13
5	289.83	10000	174660	26.60	117.64
6	842.43	10000	120360	32.45	77.91
7	955.12	10000	269295	42.02	86.35
8	895.31	10000	193395	40.92	108.03
9	949.75	10000	87400	44.38	90.26
10	125.48	10000	259307	34.63	89.50
11	675.71	10000	63290	28.51	84.06
12	7.73	10000	251152	45.91	95.44
13	783.47	10000	261776	40.68	82.92
14	472.37	10000	272989	32.73	110.28
15	791.86	10000	156060	26.47	93.50
16	113.86	10000	83634	45.56	102.65
17	294.52	10000	143540	41.02	111.92
18	480.50	10000	135137	34.18	119.40
19	217.36	10000	48658	48.74	82.94
20	828.09	10000	224150	41.33	71.81

-- Random instance No.92 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	176.61	10000	201429	31.19	108.31
2	180.68	10000	255617	33.07	70.59
3	956.05	10000	123645	35.33	70.19
4	316.37	10000	116886	48.72	79.57
5	347.25	10000	69977	47.84	106.73
6	195.80	10000	143856	27.32	111.73
7	447.28	10000	100168	33.35	88.77
8	702.41	10000	256512	40.45	70.96
9	406.78	10000	296693	37.11	107.12
10	799.42	10000	158262	40.91	116.55
11	120.60	10000	228560	37.35	92.43
12	500.95	10000	192070	49.69	94.96
13	126.84	10000	183639	34.21	100.66
14	588.39	10000	236568	29.61	110.18
15	946.90	10000	118245	39.89	92.46
16	196.81	10000	118181	47.94	70.56
17	438.93	10000	76773	40.54	96.38
18	737.53	10000	98887	37.87	109.66
19	444.21	10000	87902	38.71	86.70
20	394.92	10000	219696	46.84	88.80

-- Random instance No.93 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	344.68	10000	56182	43.92	83.03
2	155.57	10000	97730	29.56	71.89
3	967.68	10000	71186	36.79	71.41
4	361.12	10000	49317	44.54	87.65
5	404.67	10000	235295	44.04	95.82
6	927.46	10000	167351	47.17	95.54
7	939.45	10000	75877	49.69	91.19
8	131.23	10000	49629	39.98	76.26
9	485.54	10000	91150	29.87	73.97
10	851.63	10000	57218	47.19	85.95
11	187.22	10000	123830	46.16	108.44
12	615.89	10000	132987	28.46	94.48
13	470.22	10000	230667	27.74	110.76
14	82.68	10000	200148	26.46	117.72
15	723.66	10000	80431	28.30	91.42
16	658.04	10000	277891	25.28	80.84
17	583.34	10000	154841	40.06	80.84
18	994.56	10000	62636	41.53	99.92
19	49.33	10000	127145	28.71	90.46
20	961.76	10000	215241	27.37	98.15

-- Random instance No.94 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	512.75	10000	180934	31.67	100.12
2	508.74	10000	65006	26.08	115.56
3	601.03	10000	288727	38.28	80.27
4	405.87	10000	251747	40.36	88.09
5	83.81	10000	130612	40.27	84.91
6	280.83	10000	65682	42.04	79.35
7	431.61	10000	176750	41.02	85.97
8	938.34	10000	257582	39.51	89.20
9	564.30	10000	30442	47.64	98.47
10	525.56	10000	101008	28.46	105.36
11	253.84	10000	289100	29.99	74.44
12	109.10	10000	73905	32.21	94.00
13	813.60	10000	152530	46.28	78.49
14	198.70	10000	288891	48.32	117.62
15	878.70	10000	187452	41.72	90.38
16	119.26	10000	42437	27.66	91.12
17	727.75	10000	88074	39.61	115.31
18	251.58	10000	296385	45.22	97.82
19	276.18	10000	41225	43.69	101.86
20	528.59	10000	210786	32.91	115.14

-- Random instance No.95 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	848.89	10000	285603	32.18	91.93
2	836.80	10000	289232	44.07	118.16
3	624.29	10000	183808	41.20	90.35
4	495.37	10000	116608	32.00	96.61
5	198.65	10000	46411	32.67	113.10
6	365.86	10000	112673	31.75	89.34
7	415.94	10000	253332	48.69	90.81
8	174.26	10000	113816	38.57	115.08
9	100.09	10000	179028	33.13	82.18
10	629.98	10000	168919	41.02	101.81
11	765.36	10000	79641	47.64	98.82
12	717.26	10000	225739	39.77	93.04
13	878.63	10000	121421	33.31	106.33
14	430.74	10000	216050	42.05	117.42
15	810.50	10000	111823	43.55	88.30
16	41.71	10000	236694	32.39	119.32
17	16.56	10000	99374	38.65	84.23
18	765.64	10000	223884	27.56	78.34
19	108.15	10000	119712	48.67	117.02
20	662.26	10000	201877	43.96	99.11

-- Random instance No.96 --
Index	Demand	EmergCos	FixedCost	Lat	Lon
1	16.95	10000	140356	44.91	116.66
2	811.69	10000	131344	40.56	111.82
